Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 486.1nm F,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 486.1nm F
2224, GB35-135312, Handbook of Glass Data, 1991, v. 00D  p. 0482, , , , , , , , , , , , 50.0, , , 40.0, , , 2.064
2225, GB35-135313, Handbook of Glass Data, 1991, v. 00D  p. 0482, , , , , , , , , , , , 60.0, , , 30.0, , , 2.162
2226, GB35-135332, Handbook of Glass Data, 1991, v. 00D  p. 0492, , , , , , , , , , , , 10.0, , 10.0, 80.0, , , 1.893
2227, GB35-135333, Handbook of Glass Data, 1991, v. 00D  p. 0492, , , , , , , , , , , , 20.0, , 10.0, 70.0, , , 2.0
2228, GB35-135334, Handbook of Glass Data, 1991, v. 00D  p. 0492, , , , , , , , , , , , 40.0, , 10.0, 50.0, , , 2.087
2229, GB35-135335, Handbook of Glass Data, 1991, v. 00D  p. 0492, , , , , , , , , , , , 50.0, , 10.0, 40.0, , , 2.184
2230, GB35-135345, Handbook of Glass Data, 1991, v. 00D  p. 0497, , , , , , , , , , , , 30.0, , , 60.0, , , 2.019
2231, GB35-135348, Handbook of Glass Data, 1991, v. 00D  p. 0498, , , , , , , , , , , , 40.0, , , 50.0, , , 2.071
2232, GB35-135349, Handbook of Glass Data, 1991, v. 00D  p. 0498, , , , , , , , , , , , 40.0, , , 45.0, , , 2.11
2233, GB35-135355, Handbook of Glass Data, 1991, v. 00D  p. 0503, , , , , , , , , , , , , 20.0, , 65.0, , , 1.875
2234, GB20-135921, Handbook of Glass Data, 1991, v. 00D  p. 0639, , , , , , , 40.0, , , , , , , , , , 20.0, 1.796
2235, GB20-135922, Handbook of Glass Data, 1991, v. 00D  p. 0639, , , , , , , 50.0, , , , , , , , , , 30.0, 1.646
2236, GB02-137431, Handbook of Glass Data, 1993, v. 00E  p. 0054, 94.0, , , , , , , , 6.0, , , , , , , , , 1.478
2237, GB02-137432, Handbook of Glass Data, 1993, v. 00E  p. 0054, 92.0, , , , , , , , 8.0, , , , , , , , , 1.484
2238, GB02-137433, Handbook of Glass Data, 1993, v. 00E  p. 0054, 90.0, , , , , , , , 10.0, , , , , , , , , 1.492
2239, GB06-137684, Handbook of Glass Data, 1993, v. 00E  p. 0133, 99.38, , 0.62, , , , , , , , , , , , , , , 1.465
2240, GB06-137685, Handbook of Glass Data, 1993, v. 00E  p. 0133, 97.72, , 2.28, , , , , , , , , , , , , , , 1.469
2241, GB06-137686, Handbook of Glass Data, 1993, v. 00E  p. 0133, 96.36, , 3.64, , , , , , , , , , , , , , , 1.47
2242, GB01-137714, Handbook of Glass Data, 1993, v. 00E  p. 0141, 100.0, , , , , , , , , , , , , , , , , 1.463
2243, GB09-137715, Handbook of Glass Data, 1993, v. 00E  p. 0141, 94.3, , , , , , , , , , , , , 5.7, , , , 1.49
2244, GB40-138093, Handbook of Glass Data, 1993, v. 00E  p. 0244, , , , , 38.0, , , , , , , , , , , , , 1.817
2245, GB40-138094, Handbook of Glass Data, 1993, v. 00E  p. 0242, , , , , 44.0, , , , , , , , , , , , , 1.813
2246, GB40-138095, Handbook of Glass Data, 1993, v. 00E  p. 0242, , , , , 48.0, , , , , , , , , , , , , 1.808
2247, GB40-138096, Handbook of Glass Data, 1993, v. 00E  p. 0242, , , , , 55.0, , , , , , , , , , , , , 1.8
2248, GB40-138097, Handbook of Glass Data, 1993, v. 00E  p. 0242, , , , , 62.5, , , , , , , , , , , , , 1.795
2249, GJ28-147642, J. American Ceramic Soc., 1993, v. 076  p. 2486, , , , , , , , , , , , , , , , , , 2.239
2250, GI28-148217, Annual Meeting Ceram. Soc. Japan (J), 1993, v. 001  p. 0451, , , , , , , , , , , , , , , , , , 2.239
2251, GJ10-153195, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 80.0, , , , 20.0, , , , , , , , , , , , 1.5654
2252, GJ10-153196, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 77.5, , , , 22.5, , , , , , , , , , , , 1.5776
2253, GJ10-153197, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 75.0, , , , 25.0, , , , , , , , , , , , 1.5895
2254, GJ10-153198, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 72.5, , , , 27.5, , , , , , , , , , , , 1.6027
2255, GJ10-153199, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 70.0, , , , 30.0, , , , , , , , , , , , 1.6167
2256, GJ10-153200, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 67.5, , , , 32.5, , , , , , , , , , , , 1.6251
2257, GJ10-153201, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 65.0, , , , 35.0, , , , , , , , , , , , 1.6341
2258, GJ10-153202, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 62.5, , , , 37.5, , , , , , , , , , , , 1.6426
2259, GJ10-153203, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 60.0, , , , 40.0, , , , , , , , , , , , 1.6484
2260, GJ10-153204, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 50.0, , , , 40.0, , , , , , , , , , , , 1.6979
2261, GJ10-153205, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 40.0, , , , 50.0, , , , , , , , , , , , 1.7208
2262, GJ10-153206, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 70.0, , , , 20.0, , , , , , , 10.0, , , , , 1.6793
2263, GJ10-153207, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 60.0, , , , 30.0, , , , , , , 10.0, , , , , 1.7032
2264, GJ10-153208, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 50.0, , , , 40.0, , , , , , , 10.0, , , , , 1.7188
2265, GJ10-153209, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 60.0, , , , 30.0, , , , , , , , 10.0, , , , 1.6832
2266, GJ10-153210, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 50.0, , , , 40.0, , , , , , , , 10.0, , , , 1.7132
2267, GJ10-153211, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 65.0, , , , 25.0, , , , , , , , , , , , 1.7165
2268, GJ10-153212, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 60.0, , , , 30.0, , , , , , , , , , , , 1.7365
2269, GJ10-153213, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 50.0, , , , 40.0, , , , , , , , , , , , 1.7709
2270, GJ10-153214, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 70.0, , , , 20.0, , , , , , , , , , , , 1.6797
2271, GJ10-153215, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, , 60.0, , , , 30.0, , , , , , , , , , , , 1.7266
2272, GJ03-153216, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, 60.0, , , , , 40.0, , , , , , , , , , , , 1.6474
2273, GJ02-153217, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, 60.0, , , , , 20.0, , 20.0, , , , , , , , , , 1.5845
2274, GJ02-153218, J. Ceramic Soc. Japan, 1994, v. 102  p. 1163, 60.0, , , , 20.0, , , 20.0, , , , , , , , , , 1.5575
2275, GJ40-153243, J. Ceramic Soc. Japan, 1995, v. 103  p. 0340, , , , , , , , , , , , 60.0, , , , , , 2.4386
2276, GJ40-153244, J. Ceramic Soc. Japan, 1995, v. 103  p. 0340, , , , , , , , , , , , 50.0, , , , , , 2.4714
2277, GJ40-153245, J. Ceramic Soc. Japan, 1995, v. 103  p. 0340, , , , , , , , , , , , 40.0, , , , , , 2.4793
2278, GJ35-153266, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 5.0, , , , , , , 95.0, , , 1.6623
2279, GJ35-153267, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 10.0, , , , , , , 90.0, , , 1.6899
2280, GJ35-153268, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 15.0, , , , , , , 85.0, , , 1.7012
2281, GJ35-153269, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 20.0, , , , , , , 80.0, , , 1.6954
2282, GJ35-153270, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 25.0, , , , , , , 75.0, , , 1.6791
2283, GJ35-153271, J. Ceramic Soc. Japan, 1995, v. 103  p. 0886, , , , , , , , 30.0, , , , , , , 70.0, , , 1.6567
2284, GJ40-156980, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , 20.0, , , , , , , , , , 2.0381
2285, GJ40-156981, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , 10.0, , , , , , , , , , , , , , , 2.0855
2286, GJ40-156982, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , , , 25.0, , , , , , , , 2.1389
2287, GJ40-156983, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , 20.0, , , , , , , , , , , , 2.1436
2288, GJ40-156984, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , 15.0, , , , , , , , , , , , 2.1543
2289, GJ40-156985, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , , , , , , , , , , , 2.207
2290, GJ40-156986, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , , , , , , , , , , , 2.2532
2291, GJ40-156987, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , , , , , , , , , , , 2.2654
2292, GJ40-156988, J. American Ceramic Soc., 1994, v. 077  p. 2455, , , , , , , , , , , , , , , , , , 2.2486
2293, GJ10-170740, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 89.0, , , , , , , , , , , , , , , , 1.4605
2294, GJ10-170741, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 89.0, , , , , , , , , , , , , , , , 1.4605
2295, GJ10-170742, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 79.0, , , , , , , , , , , , , , , , 1.4533
2296, GJ10-170743, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 79.0, , , , , , , , , , , , , , , , 1.4533
2297, GJ10-170744, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 69.0, , , , , , , , , , , , , , , , 1.4461
2298, GJ10-170745, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 69.0, , , , , , , , , , , , , , , , 1.4461
2299, GJ10-170746, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 59.0, , , , , , , , , , , , , , , , 1.4388
2300, GJ10-170747, Physics and Chemistry of  Glasses, 1997, v. 038  p. 0223, , 59.0, , , , , , , , , , , , , , , , 1.4388
2301, GI01-183236, NGF's Additional New Data (J), 2000, v. 001  p. 0159, 100.0, , , , , , , , , , , , , , , , , 1.46313
2302, GI03-183237, NGF's Additional New Data (J), 2000, v. 001  p. 0159, 60.0, , , , , 40.0, , , , , , , , , , , , 1.6474
2303, GI10-183238, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 80.0, , , , 20.0, , , , , , , , , , , , 1.56542
2304, GI35-183239, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 20.0, , , , , , , 80.0, , , 1.69543
2305, GI30-183240, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , 35.0, , 65.0, , , , , , , , , , , , , 1.6748
2306, GI40-183241, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 20.0, , , , , , , , , , 2.0381
2307, GI40-183242, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , 20.0, , , , , , , , , , , , 2.14357
2308, GI40-183243, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , , , , , , , 2.26539
2309, GI27-183247, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , 60.0, , , , , , 2.4386
2310, GI27-183248, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , 40.0, , , , , , 2.4793
2311, GI02-183249, NGF's Additional New Data (J), 2000, v. 001  p. 0159, 60.0, , , , 20.0, , , 20.0, , , , , , , , , , 1.5575
2312, GI02-183250, NGF's Additional New Data (J), 2000, v. 001  p. 0159, 60.0, , , , , 20.0, , 20.0, , , , , , , , , , 1.5845
2313, GI10-183251, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 77.5, , , , 22.5, , , , , , , , , , , , 1.5776
2314, GI10-183252, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 75.0, , , , 25.0, , , , , , , , , , , , 1.58953
2315, GI10-183253, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 72.5, , , , 27.5, , , , , , , , , , , , 1.60271
2316, GI10-183254, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , 30.0, , , , , , , , , , , , 1.61667
2317, GI10-183255, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 67.5, , , , 32.5, , , , , , , , , , , , 1.62511
2318, GI10-183256, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 65.0, , , , 35.0, , , , , , , , , , , , 1.63409
2319, GI10-183257, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 62.5, , , , 37.5, , , , , , , , , , , , 1.64261
2320, GI10-183258, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , 40.0, , , , , , , , , , , , 1.64837
2321, GI10-183259, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , 30.0, , , , , , , , , , , , , 1.58818
2322, GI10-183260, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , , 30.0, , , , , , , , , , , 1.56
2323, GI10-183261, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 75.0, , , , , , , , , 25.0, , , , , , , 1.57453
2324, GI10-183262, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , , , , , , 30.0, , , , , , , 1.6
2325, GI10-183263, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 65.0, , , , , , , , , 35.0, , , , , , , 1.61337
2326, GI10-183264, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 50.0, , , , 40.0, , , , , , , , 10.0, , , , 1.69793
2327, GI10-183265, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 40.0, , , , 50.0, , , , , , , , , , , , 1.72083
2328, GI10-183266, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , 20.0, 10.0, , , , , , , , , , , 1.67931
2329, GI10-183267, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , 30.0, 10.0, , , , , , , , , , , 1.70321
2330, GI10-183268, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 50.0, , , , 40.0, 10.0, , , , , , , , , , , 1.71875
2331, GI10-183269, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , 28.0, 2.0, , , , , , , , , , , 1.60605
2332, GI10-183270, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 75.0, , , , 20.0, 5.0, , , , , , , , , , , 1.62857
2333, GI10-183271, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , 30.0, , , , , , , , 10.0, , , , 1.68323
2334, GI10-183272, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 65.0, , , , 25.0, , , , , , , , , , , , 1.71652
2335, GI10-183273, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , 30.0, , , , , , , , , , , , 1.73653
2336, GI10-183274, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 50.0, , , , 40.0, , , , , , , , , , , , 1.77093
2337, GI10-183275, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , 20.0, , , , , , , , , , , , 1.67974
2338, GI10-183276, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , 30.0, , , , , , , , , , , , 1.72658
2339, GI35-183277, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 5.0, , , , , , , 95.0, , , 1.66229
2340, GI35-183278, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 10.0, , , , , , , 90.0, , , 1.6899
2341, GI35-183279, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 15.0, , , , , , , 85.0, , , 1.70116
2342, GI35-183280, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 25.0, , , , , , , 75.0, , , 1.67912
2343, GI35-183281, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 30.0, , , , , , , 70.0, , , 1.65669
2344, GI10-183282, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , , , 20.0, , , , , 10.0, , , , , 1.73277
2345, GI10-183283, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , , , 20.0, , , , , , 10.0, , , , 1.74581
2346, GI10-183284, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , , , 20.0, , , , , , 20.0, , , , 1.79901
2347, GI10-183285, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 70.0, , , , , , 20.0, , , , , , , , , , 1.7815
2348, GI10-183286, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , 60.0, , , , , , 20.0, , , , , , , , , , 1.88337
2349, GI40-183287, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , 10.0, , , , , , , , , , 2.08545
2350, GI40-183288, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , 25.0, , , , , , , , 2.1389
2351, GI40-183289, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , 15.0, , , , , , , , , , , , 2.15431
2352, GI40-183290, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , , , , , , , 2.20701
2353, GI40-183291, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , , , , , , , 2.25322
2354, GI40-183292, NGF's Additional New Data (J), 2000, v. 001  p. 0159, , , , , , , , , , , , , , , , , , 2.2486
2355, GI06-190608R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 40.07, , 14.93, , 14.86, , , 15.07, 14.83, , , , , , , , , 1.5563
2356, GI06-190613R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 50.12, , 14.74, , 14.94, , , 10.05, 9.95, , , , , , , , , 1.5465
2357, GI02-190618R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 60.07, , 9.89, , 10.03, , , 9.83, 10.0, , , , , , , , , 1.5438
2358, GI06-190631R, NGF's Additional New Data (J), 2000, v. 002  p. 0001, 65.24, , 9.67, , , , 10.0, 10.19, , , , , , , , 4.71, , 1.5469
2359, GI06-190635R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 70.66, , 14.9, 3.96, , , 10.48, , , , , , , , , , , 1.5205
2360, GI02-190644R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 75.02, , 3.01, , , , 19.98, , 1.99, , , , , , , , , 1.5162
2361, GI02-190648R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 62.54, , 4.36, , 11.64, , , 14.98, 4.96, , , , , , , 1.52, , 1.5313
2362, GI03-190653R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 57.14, 6.83, 10.98, , 25.05, , , , , , , , , , , , , 1.5639
2363, GI03-190654R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 57.38, 6.86, 11.01, 5.59, 19.16, , , , , , , , , , , , , 1.5567
2364, GI05-190659R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 78.73, 14.46, , , , , , 3.87, 0.87, , , , , 2.07, , , , 1.4918
2365, GI05-190663R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 75.72, 10.52, 5.12, , 1.02, 1.0, , 6.62, , , , , , , , , , 1.4949
2366, GI06-190671R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 67.42, 7.24, 12.57, 4.57, 3.84, 4.36, , , , , , , , , , , , 1.5241
2367, GI06-190676R, NGF's Additional New Data (J), 2000, v. 002  p. 0003, 67.41, 4.15, 6.11, 8.61, 5.69, , , 5.05, , 2.98, , , , , , , , 1.5278
2368, GI05-190680R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 50.5, 19.15, , , 9.83, , , 10.34, 10.18, , , , , , , , , 1.543
2369, GI05-190686R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 52.45, 18.46, 10.61, , , , , 10.42, 8.06, , , , , , , , , 1.5104
2370, GI09-190695R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 25.35, 19.51, , , , , , , , 4.92, , , , , , , , 2.22
2371, GI03-190703R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 45.92, , 0.27, , 43.89, , , 4.62, , , , , , , , , 5.04, 1.6038
2372, GI03-190713R, NGF's Additional New Data (J), 2000, v. 002  p. 0005, 46.13, , , , 27.06, , , 23.74, , , , , , , , , 3.07, 1.5687
2373, GI06-190746R, NGF's Additional New Data (J), 2000, v. 002  p. 0007, 63.77, , 9.89, 5.33, , , 19.88, , , , , , , , , , , 1.5481
2374, GI06-190747R, NGF's Additional New Data (J), 2000, v. 002  p. 0007, 63.2, , 9.86, 5.17, , , 9.91, 10.72, , , , , , , , , , 1.5344
2375, GI06-191647, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 59.97, , 19.98, , 0.01, , , 19.9, , , , , , , , , , 1.5113
2376, GI06-191649R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.94, , 15.68, , 0.01, , , , 18.3, , , , , , , , , 1.5146
2377, GI06-191650R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 59.29, , 24.64, , 0.01, , , 15.95, , 0.008706, , , , , , , , 1.519
2378, GI06-191662R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 55.06, , 14.15, 0.16, 20.58, , , 9.92, , , , , , , , , , 1.5576
2379, GI06-191667R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 59.68, , 14.72, 0.12, 15.3, , , 5.09, 4.99, 0.008285, 0.006508, , , , , , , 1.5395
2380, GI06-191672R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 55.15, , 14.38, , 20.36, , , 5.1, 5.01, , , , , , , , , 1.554
2381, GI06-191686, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.32, , 15.24, , , , 7.3, 7.49, , , , , , 4.65, , , , 1.54
2382, GI06-191687R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.99, , 15.18, 3.84, , , 7.22, 7.77, , , , , , , , , , 1.519
2383, GI06-191688R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.08, , 15.19, , , , 7.35, 7.81, , , 4.57, , , , , , , 1.528
2384, GI06-191689R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.84, , 14.52, , , , 7.2, 7.57, , 4.87, , , , , , , , 1.526
2385, GI06-191692R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.28, , 14.96, , 4.96, , 7.19, 7.61, , , , , , , , , , 1.528
2386, GI06-191693R, NGF's Additional New Data (J), 2001, v. 004  p. 0001, 65.0, , 15.12, , , 5.1, 7.24, 7.54, , , , , , , , , , 1.534
2387, GI03-191694R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 63.64, , 4.95, , , 20.03, , 6.24, 4.76, , 0.38, , , , , , , 1.578
2388, GI03-191696, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.97, , 4.9, , , 9.67, , 5.79, 4.93, , 9.74, , , , , , , 1.57
2389, GI03-191698R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.5, , 4.93, , , 0.18, , 5.97, 5.07, , 19.35, , , , , , , 1.558
2390, GI03-191700R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 63.42, , 4.85, , 4.87, 10.03, , 6.54, 5.23, , 5.06, , , , , , , 1.566
2391, GI03-191705R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 63.95, , 4.97, 0.1, 9.93, , , 6.19, 5.18, , 9.68, , , , , , , 1.55
2392, GI03-191708R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.22, , 4.96, 0.22, 20.1, , , 5.62, 4.88, , , , , , , , , 1.549
2393, GI03-191713R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 64.45, , 4.95, 4.71, , 0.13, , 6.06, 5.0, , 14.7, , , , , , , 1.552
2394, GI03-191718, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 67.14, , 4.9, 17.65, , , , 5.62, 4.69, , , , , , , , , 1.521
2395, GI05-191720R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 51.98, 10.96, 10.8, 0.12, 15.88, , , 5.08, 5.08, , , , , , , , , 1.5369
2396, GI06-191724R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 54.25, 9.54, 7.74, 15.49, , , , 5.11, 5.1, 0.02, , , , 2.65, , , , 1.5329
2397, GI03-191731R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 56.01, 9.39, 7.46, , , 14.89, , 4.9, 4.78, , , , , , , 2.49, , 1.5771
2398, GI03-191733R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 55.07, 10.07, 7.41, , , , , 5.06, 4.93, , 14.85, , , , , 2.53, , 1.5609
2399, GI03-191736, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 58.91, , 7.02, 2.24, 24.34, , , 0.04, 4.9, , 0.006171, , , 2.42, , , , 1.57
2400, GI03-191737R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 58.57, , 7.02, 2.72, 24.07, , , 2.62, 2.54, , 0.006088, , , 2.33, , , , 1.57
2401, GI03-191739R, NGF's Additional New Data (J), 2001, v. 004  p. 0003, 62.25, , 7.93, 4.17, 25.41, , , 0.05, , , 0.005967, , , , , , , 1.572
2402, GI02-191756R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 57.36, , 11.87, , , 8.22, , 11.47, 11.08, , , , , , , , , 1.5576
2403, GI02-191760R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 49.9, , 10.04, , 9.91, , , 15.14, 15.01, , , , , , , , , 1.541
2404, GI02-191764, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 50.02, , 15.17, , 4.83, , , 15.12, 14.86, , , , , , , , , 1.532
2405, GI06-191777R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 67.42, 7.93, 13.07, , , 2.01, , , , 5.51, 4.06, , , , , , , 1.524
2406, GI06-191781, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 10.23, , 29.65, , 60.12, , , , , , , , , , , , , 1.6711
2407, GI06-191782, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 19.63, , 40.71, , 39.66, , , , , , , , , , , , , 1.6306
2408, GI06-191783, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 20.3, , 30.1, , 49.6, , , , , , , , , , , , , 1.6481
2409, GI06-191786R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 29.11, , 30.42, , 40.47, , , , , , , , , , , , , 1.6231
2410, GI03-191787, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 30.45, , 19.7, , 49.85, , , , , , , , , , , , , 1.6432
